PLAN,ANNUAL,NUM_SEATS,total_events_created,DEALS,COMPANIES,CONTACTS,LEADS,TASKS,team_count,pipeline_count,average_stages_per_pipeline,email_templates,activity_types,lost_reasons_count,lead_statuses_count,email_public_turned_on_count,%_users_w_email_on,total_custom_fields,company_custom_fields,contacts_custom_fields,lead_custom_fields,opportunity_custom_fields,projects_custom_fields,tasks_custom_fields,total_saved_fliters,automated_action_executed_count,automated_action_rules_count,tracked_emails_count,loss_reason_count,total_deals_lost,deals_lost_with_loss_reason,total_won_deals,deal_sources_count,contact_group_count,goals_count,total_activities,companies_activities_per_entity,contact_activities_per_entity,deal_activities_per_entity,lead_activities_per_entity,task_activities_per_entity,import_count,total_integration_tokens
professional_monthly,0,1,2294,43.0,419.0,971.0,1.0,860.0,1,3,4,2,3,4,4,0,0.0,45,10,10,0,9,7,9,0,0.0,0.0,3263,4,6,1,28,14,9.0,0,30301,2393,22493,459,8,4948,6,0
basic_annual,1,3,2294,102.0,105.0,113.0,1233.0,741.0,0,2,5,9,3,3,4,0,0.0,30,2,12,12,2,1,1,1,0.0,0.0,2431,3,6,0,8,30,3.0,0,72205,13618,27705,3212,21581,6089,175,2
professional_monthly,0,3,2293,124.0,287.0,442.0,983.0,457.0,0,2,5,23,3,5,11,0,0.0,8,4,1,2,1,0,0,1,0.0,0.0,1143,5,35,33,1,10,4.0,0,25486,1412,6687,1511,10034,5842,14,1
basic_monthly,0,4,2291,3.0,849.0,1422.0,9.0,8.0,1,2,4,3,3,3,4,0,0.0,4,0,4,0,0,0,0,0,0.0,0.0,152,3,0,0,0,2,4.0,0,11488,2296,8948,15,202,27,1,0
professional_monthly,0,3,2291,669.0,668.0,885.0,56.0,13.0,4,4,5,6,6,3,4,2,0.67,3,1,0,1,1,0,0,2,0.0,0.0,5570,3,1,1,0,89,6.0,0,33148,2931,11250,4231,14670,66,3,2
professional_annual,1,1,2291,11.0,302.0,1853.0,115.0,10.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,15,3,0,0,0,2,4.0,0,28852,1035,26979,60,743,35,1,0
professional_monthly,0,1,2290,3.0,1112.0,1159.0,0.0,16.0,0,2,4,8,3,3,4,0,0.0,9,2,7,0,0,0,0,0,0.0,0.0,3630,3,0,0,0,2,16.0,0,13296,2353,10869,15,0,59,8,2
basic_annual,1,1,2289,1.0,86.0,2198.0,0.0,4.0,1,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,52,3,0,0,0,0,7.0,0,22489,300,22136,39,0,14,4,0
professional_annual,1,2,2289,51.0,289.0,613.0,870.0,466.0,2,2,3,14,3,3,5,2,0.5,42,9,9,8,8,0,8,1,0.0,0.0,11151,3,6,0,1,1,12.0,0,32582,1207,21691,528,6204,2952,13,2
professional_annual,1,5,2289,125.0,678.0,877.0,327.0,282.0,0,3,5,9,5,17,6,0,0.0,6,2,1,1,2,0,0,10,0.0,0.0,6524,17,47,46,32,41,8.0,0,18519,1992,12029,1328,1201,1969,8,3
professional_annual,1,5,2288,971.0,93.0,523.0,108.0,593.0,0,7,12,10,14,4,4,2,0.22,63,11,24,24,4,0,0,10,0.0,0.0,6,4,32,21,672,4,8.0,0,31407,937,14680,10287,609,4894,4,0
basic_annual,1,3,2287,2.0,268.0,1194.0,29.0,794.0,1,2,4,4,3,3,4,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,105,3,0,0,0,0,6.0,0,40634,1142,34882,26,181,4403,2,0
basic_monthly_24,0,2,2287,539.0,14.0,510.0,533.0,691.0,1,12,15,3,7,3,7,0,0.0,29,0,0,13,14,0,2,0,0.0,0.0,0,3,311,0,6,487,4.0,1,15085,61,4161,6530,397,3936,5,0
professional_annual,1,1,2284,7.0,612.0,1656.0,4.0,5.0,0,2,4,2,3,3,4,0,0.0,9,7,2,0,0,0,0,2,0.0,0.0,1980,3,0,0,0,3,9.0,0,11982,4623,7302,33,6,18,2,0
professional_monthly,0,4,2281,289.0,468.0,805.0,131.0,588.0,2,4,6,6,7,5,6,2,0.22,17,4,0,1,8,3,1,2,0.0,0.0,4185,5,77,25,115,262,11.0,0,31864,2724,19925,4882,1078,3255,12,3
basic_monthly,0,1,2278,53.0,503.0,315.0,1324.0,83.0,0,2,4,3,5,3,6,1,0.5,2,0,1,1,0,0,0,1,0.0,0.0,70,3,3,0,17,13,4.0,27,32903,2085,18321,585,10968,944,4,0
professional_annual,1,4,2276,204.0,302.0,496.0,1087.0,187.0,1,5,6,10,3,3,7,0,0.0,49,11,15,15,6,1,1,6,0.0,0.0,4403,3,5,2,25,146,8.0,0,23470,1562,16251,1611,3035,1011,11,0
basic_annual_19,1,2,2276,4.0,896.0,1299.0,11.0,66.0,0,2,4,5,5,4,4,2,0.5,1,0,1,0,0,0,0,0,0.0,0.0,909,4,0,0,3,2,8.0,0,7177,1658,4914,93,76,436,1,0
professional_annual,1,1,2275,111.0,523.0,1042.0,260.0,339.0,2,7,4,3,6,4,4,0,0.0,7,2,4,1,0,0,0,1,0.0,0.0,2498,4,11,6,21,64,22.0,0,26132,2314,18579,1370,2529,1340,3,1
professional_monthly,0,6,2274,534.0,569.0,1110.0,0.0,61.0,1,2,8,8,3,3,4,3,0.43,33,4,4,0,23,1,1,1,0.0,0.0,8716,3,0,0,0,369,7.0,0,60168,4867,46360,8609,0,332,15,1
professional_annual_49,1,3,2274,0.0,818.0,1434.0,2.0,20.0,0,2,4,4,4,3,4,0,0.0,16,2,11,0,0,3,0,0,0.0,0.0,0,3,0,0,0,0,15.0,0,14471,5357,8998,18,0,98,25,1
professional_monthly_69,0,2,2274,273.0,717.0,823.0,0.0,461.0,0,4,14,21,6,8,4,0,0.0,12,1,2,2,7,0,0,0,0.0,0.0,1594,8,85,78,0,21,13.0,0,12112,1360,5670,2683,283,2116,15,1
professional_annual,1,1,2273,588.0,229.0,856.0,281.0,319.0,0,2,5,7,5,4,4,0,0.0,2,0,2,0,0,0,0,2,0.0,0.0,5070,4,127,9,182,553,5.0,2,33005,921,24454,4765,1620,1245,1,2
professional_annual_49,1,6,2273,92.0,534.0,684.0,422.0,541.0,1,2,3,10,3,3,4,1,0.1,0,0,0,0,0,0,0,1,0.0,0.0,348,3,0,0,4,2,4.0,0,15131,1790,7941,558,2166,2676,7,0
professional_annual_49,1,7,2272,66.0,423.0,701.0,956.0,126.0,3,2,8,22,3,3,4,0,0.0,41,20,0,20,1,0,0,6,0.0,0.0,3731,3,3,0,7,50,9.0,0,39742,1950,33128,644,3218,802,11,2
professional_monthly,0,1,2270,188.0,601.0,255.0,612.0,614.0,0,8,8,2,6,5,6,0,0.0,5,1,1,0,1,1,1,0,0.0,0.0,0,5,10,1,8,184,5.0,0,10961,1907,3456,1170,1358,3070,1,0
professional_annual_49,1,1,2269,136.0,562.0,1571.0,0.0,0.0,0,2,5,2,3,3,4,0,0.0,9,4,3,0,2,0,0,0,0.0,0.0,0,3,0,0,135,0,18.0,0,6866,1541,4646,653,2,24,20,0
professional_monthly,0,4,2268,274.0,311.0,337.0,1253.0,93.0,1,2,4,9,3,3,4,1,0.07,0,0,0,0,0,0,0,3,0.0,0.0,1109,3,38,2,6,272,4.0,0,13389,2029,3856,2295,4477,732,18,0
basic_monthly,0,4,2266,428.0,582.0,1033.0,31.0,192.0,1,3,3,7,4,4,4,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,101,4,22,1,22,187,10.0,0,40652,3083,32375,3998,199,997,6,0
basic_monthly_24,0,3,2263,5.0,823.0,1421.0,1.0,13.0,1,2,4,4,3,3,4,0,0.0,8,2,2,2,1,0,1,0,0.0,0.0,34,3,0,0,0,0,10.0,0,32837,6019,26613,53,7,145,5,1
professional_monthly_69,0,2,2262,8.0,18.0,2197.0,35.0,4.0,0,2,4,7,3,3,4,0,0.0,4,0,4,0,0,0,0,0,0.0,0.0,271,3,0,0,0,2,4.0,0,13843,80,13567,39,136,21,6,0
professional_monthly,0,4,2261,150.0,152.0,249.0,253.0,1457.0,2,2,9,5,4,4,5,1,0.2,41,2,3,2,17,17,0,3,0.0,0.0,1627,4,67,50,47,138,4.0,0,28771,846,10967,2700,2672,11586,4,2
professional_annual,1,2,2261,12.0,1007.0,1213.0,2.0,27.0,0,4,4,9,4,4,4,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,802,4,0,0,1,6,7.0,13,8528,2259,5492,80,559,138,5,2
professional_monthly,0,1,2257,3.0,2171.0,80.0,0.0,3.0,0,2,4,2,3,3,4,0,0.0,11,5,3,3,0,0,0,0,0.0,0.0,97,3,0,0,0,2,7.0,0,4514,4350,142,15,0,7,2,0
basic_monthly,0,5,2257,180.0,433.0,750.0,588.0,306.0,2,5,6,12,3,3,8,4,0.4,0,0,0,0,0,0,0,1,0.0,0.0,373,3,2,1,1,25,12.0,0,25184,1734,15954,1755,3479,2262,4,0
professional_monthly,0,1,2257,35.0,34.0,35.0,2117.0,36.0,1,5,5,4,3,3,9,0,0.0,13,2,3,3,5,0,0,0,0.0,0.0,113,3,8,0,1,15,4.0,0,8024,166,500,349,6837,172,81,0
basic_monthly_24,0,1,2257,3.0,4.0,6.0,2237.0,7.0,0,2,4,2,3,3,4,0,0.0,39,12,6,13,7,1,0,3,0.0,0.0,0,3,0,0,0,2,4.0,0,6969,17,22,15,6879,36,7,0
business_annual,1,9,2256,118.0,596.0,1304.0,1.0,237.0,1,4,3,10,3,3,4,1,0.07,66,12,20,9,9,8,8,5,0.0,0.0,4516,3,8,1,23,56,7.0,0,95712,2833,90503,1051,4,1321,1,4
professional_monthly,0,1,2256,77.0,288.0,1390.0,0.0,501.0,1,2,4,13,3,3,4,0,0.0,4,0,2,2,0,0,0,13,0.0,0.0,5859,3,2,1,0,2,5.0,0,29736,2321,22673,771,69,3902,25,0
basic_monthly_24,0,1,2255,25.0,1051.0,1173.0,0.0,6.0,0,4,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,21,3,0,0,5,13,4.0,0,4142,1227,2743,142,2,28,1,0
basic_monthly,0,1,2254,4.0,9.0,2235.0,0.0,6.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,1,5.0,0,2669,33,2579,35,0,22,1,0
basic_monthly,0,1,2254,6.0,6.0,10.0,2228.0,4.0,0,3,4,2,3,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,1,3,0,0,0,2,5.0,0,146230,31,132211,29,13947,12,4,0
professional_annual,1,1,2253,520.0,471.0,680.0,488.0,94.0,0,5,3,9,4,3,3,1,1.0,69,12,12,12,12,9,12,0,0.0,0.0,2673,3,10,0,68,465,9.0,0,23333,2148,11644,4943,2353,2245,1,0
basic_annual_19,1,1,2252,7.0,38.0,2191.0,13.0,3.0,0,2,5,4,3,5,4,0,0.0,10,3,3,1,1,1,1,0,0.0,0.0,0,5,0,0,0,4,5.0,0,8329,155,7868,78,222,6,14,0
basic_monthly,0,1,2251,63.0,593.0,1414.0,39.0,142.0,0,2,4,3,3,3,4,0,0.0,9,0,9,0,0,0,0,1,0.0,0.0,705,3,18,9,10,61,18.0,1,48576,1617,44927,728,527,777,15,0
professional_monthly,0,5,2251,113.0,1658.0,398.0,77.0,5.0,0,14,6,7,4,3,4,0,0.0,9,1,0,0,8,0,0,3,0.0,0.0,109,3,0,0,1,0,25.0,0,9877,3953,5121,678,105,20,1,0
basic_monthly,0,2,2251,129.0,126.0,134.0,1860.0,2.0,0,1,3,5,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,357,3,2,0,2,1,4.0,0,5436,534,1517,869,2432,84,1,0
professional_monthly,0,3,2250,95.0,332.0,393.0,66.0,1364.0,0,3,7,6,6,4,6,1,0.14,28,11,0,0,2,8,7,3,0.0,0.0,2399,4,19,10,28,60,10.0,2,20522,2029,10320,1045,725,6403,3,0
professional_monthly,0,2,2250,27.0,9.0,1616.0,498.0,100.0,1,4,4,0,6,3,6,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,163,3,0,0,10,24,4.0,0,5068,110,2792,190,1612,364,4,0
basic_annual,1,1,2249,3.0,852.0,1391.0,0.0,3.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,9135,2232,6882,15,0,6,1,0
professional_monthly_69,0,2,2249,14.0,1206.0,948.0,11.0,70.0,0,2,4,5,3,3,4,0,0.0,9,4,4,1,0,0,0,0,0.0,0.0,1621,3,0,0,0,10,13.0,0,24847,2570,21623,74,159,421,3,0
basic_annual,1,4,2248,187.0,298.0,422.0,1265.0,76.0,0,2,6,5,5,4,14,1,0.12,16,3,3,3,3,2,2,1,0.0,0.0,30,4,13,4,2,48,6.0,0,18625,1383,13316,2177,1365,384,5,0
professional_monthly_69,0,4,2247,730.0,499.0,568.0,99.0,351.0,0,5,3,7,3,4,4,1,0.17,2,0,0,0,2,0,0,1,0.0,0.0,3627,4,56,5,452,547,4.0,6,26697,2422,13957,5650,941,3727,1,1
professional_annual_49,1,2,2246,40.0,274.0,437.0,398.0,1097.0,0,2,4,11,4,3,5,1,0.14,17,2,3,3,3,3,3,5,0.0,0.0,500,3,0,0,1,11,14.0,0,20274,1222,7982,294,1971,8805,6,0
basic_monthly,0,2,2245,0.0,119.0,2106.0,0.0,20.0,0,2,4,6,3,3,4,0,0.0,7,0,7,0,0,0,0,0,0.0,0.0,74,3,0,0,0,0,13.0,0,9322,480,8716,18,4,104,4,0
professional_annual,1,5,2245,4.0,856.0,1273.0,19.0,93.0,1,2,4,25,3,3,4,0,0.0,105,24,35,23,23,0,0,0,0.0,0.0,1263,3,0,0,0,0,10.0,0,31110,2590,28029,37,77,377,14,0
basic_annual,1,1,2243,27.0,211.0,1939.0,30.0,36.0,0,2,5,0,4,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,0,3,0,0,1,1,4.0,0,5786,723,4597,180,117,169,3,0
professional_annual_49,1,6,2242,6.0,920.0,1034.0,24.0,258.0,1,1,6,7,8,3,6,1,0.14,26,9,5,9,1,2,0,0,0.0,0.0,1071,3,0,0,1,0,16.0,0,22866,4044,17392,174,118,1138,13,0
professional_annual,1,3,2240,194.0,333.0,834.0,34.0,845.0,0,6,5,7,5,3,4,0,0.0,2,1,1,0,0,0,0,1,0.0,0.0,6228,3,35,1,40,30,12.0,0,30557,1638,20079,1177,82,7581,1,0
basic_annual,1,1,2240,37.0,1077.0,1090.0,3.0,33.0,0,2,4,2,3,3,4,0,0.0,8,1,2,2,1,1,1,7,0.0,0.0,1,3,0,0,31,1,10.0,0,13037,3571,8958,341,9,158,6,0
basic_monthly_24,0,2,2240,388.0,794.0,613.0,4.0,441.0,1,2,5,6,6,4,4,1,0.2,2,0,0,1,1,0,0,0,0.0,0.0,155,4,43,21,220,6,10.0,0,16443,1925,8526,2572,0,3420,2,0
professional_monthly,0,25,2239,709.0,402.0,985.0,106.0,37.0,3,8,7,18,3,3,4,0,0.0,1,0,1,0,0,0,0,1,0.0,0.0,6051,3,45,3,24,8,7.0,4,29356,1739,21970,4579,910,158,4,0
basic_monthly,0,1,2239,699.0,6.0,1511.0,0.0,23.0,0,1,14,2,7,4,4,0,0.0,4,0,4,0,0,0,0,1,0.0,0.0,0,4,131,110,99,271,6.0,0,15006,33,8717,6097,0,159,1,0
professional_annual,1,5,2237,38.0,38.0,85.0,2030.0,46.0,0,2,5,7,5,5,11,0,0.0,26,1,7,6,4,4,4,2,0.0,0.0,0,5,1,1,0,11,7.0,0,12835,148,2614,335,9628,110,16,0
professional_monthly,0,2,2237,760.0,244.0,784.0,446.0,3.0,0,8,9,6,4,3,5,0,0.0,27,1,9,8,9,0,0,0,0.0,0.0,3666,3,1,0,1,306,6.0,0,13784,534,7172,3136,2936,6,21,0
professional_annual,1,4,2237,34.0,168.0,212.0,1359.0,464.0,2,4,5,7,4,5,5,0,0.0,169,7,22,67,68,5,0,1,0.0,0.0,499,5,0,0,1,2,9.0,0,16460,494,2037,3667,7913,2349,53,3
basic_monthly,0,2,2236,285.0,593.0,783.0,5.0,570.0,1,2,5,4,8,3,4,0,0.0,4,0,4,0,0,0,0,0,0.0,0.0,1,3,23,0,4,173,9.0,0,26940,1799,16636,2123,0,6382,3,1
basic_annual,1,1,2235,0.0,643.0,1582.0,0.0,10.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,43,3,0,0,0,0,5.0,0,8512,1603,6857,18,0,34,3,0
business_annual,1,12,2234,421.0,443.0,539.0,504.0,327.0,6,4,4,12,8,3,9,1,0.04,36,1,7,2,12,14,0,2,0.0,0.0,2351,3,44,12,79,337,9.0,25,42130,2943,24142,5779,6653,2613,29,0
professional_monthly,0,7,2234,299.0,618.0,1011.0,1.0,305.0,0,8,6,32,6,5,4,5,0.36,7,3,3,0,0,1,0,1,0.0,0.0,12137,5,20,0,43,204,4.0,6,48172,3487,39920,2856,8,1901,2,0
professional_monthly,0,2,2234,4.0,351.0,1871.0,0.0,8.0,0,2,4,3,3,3,4,0,0.0,4,4,0,0,0,0,0,0,0.0,0.0,639,3,0,0,0,2,4.0,0,8098,2846,5193,20,12,27,16,0
basic_monthly_24,0,1,2233,3.0,1088.0,1129.0,3.0,10.0,0,2,4,2,3,3,4,0,0.0,2,0,2,0,0,0,0,0,0.0,0.0,21,3,0,0,0,2,4.0,0,3582,1153,2377,15,2,35,1,0
basic_monthly,0,2,2231,493.0,455.0,646.0,0.0,637.0,0,4,9,3,4,3,4,1,0.5,0,0,0,0,0,0,0,1,0.0,0.0,179,3,28,13,21,5,7.0,0,37427,2184,8576,4835,0,21832,1,0
professional_monthly,0,5,2231,36.0,698.0,1442.0,53.0,2.0,1,4,4,4,5,3,4,0,0.0,12,3,7,1,1,0,0,0,0.0,0.0,0,3,0,0,0,0,4.0,0,5775,2260,3193,226,89,7,3,0
professional_annual,1,5,2230,79.0,575.0,1327.0,109.0,140.0,0,3,4,9,3,4,4,0,0.0,27,9,8,5,5,0,0,5,0.0,0.0,1507,4,17,2,9,18,12.0,0,23892,2850,18882,886,506,768,7,1
professional_monthly_69,0,2,2230,209.0,381.0,1057.0,69.0,514.0,0,2,6,5,9,3,4,1,0.5,27,4,4,7,7,3,2,4,0.0,0.0,492,3,49,12,86,142,8.0,3,21003,4183,9397,3826,416,3181,4,1
professional_annual,1,2,2229,125.0,240.0,605.0,1231.0,28.0,0,3,6,8,3,3,4,0,0.0,21,16,2,0,3,0,0,1,0.0,0.0,1165,3,28,22,28,90,7.0,0,20250,1140,14368,1038,3558,146,14,2
basic_annual,1,5,2228,127.0,779.0,1145.0,137.0,40.0,1,3,9,6,4,4,6,0,0.0,16,0,0,6,10,0,0,1,0.0,0.0,7,4,72,5,0,37,5.0,0,18522,2577,12051,1816,1833,245,8,2
basic_annual_19,1,1,2228,24.0,252.0,831.0,1111.0,10.0,0,1,5,4,3,6,4,0,0.0,2,0,1,1,0,0,0,1,0.0,0.0,18,6,3,3,9,17,7.0,0,12586,1510,5491,293,5165,127,19,0
professional_monthly_69,0,2,2227,24.0,17.0,1929.0,2.0,255.0,1,4,5,3,5,4,4,1,0.33,0,0,0,0,0,0,0,0,0.0,0.0,17,4,3,0,1,13,5.0,0,6596,569,4376,577,0,1074,3,0
basic_monthly,0,1,2223,169.0,52.0,315.0,1456.0,231.0,0,2,5,2,4,3,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,169,3,30,5,27,24,4.0,0,21124,202,7920,822,10875,1305,1,0
basic_monthly,0,1,2223,224.0,119.0,161.0,1594.0,125.0,1,2,4,6,7,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,40,3,12,0,119,1,4.0,0,13077,733,6899,2004,2739,702,1,0
business_annual,1,5,2223,337.0,61.0,1213.0,106.0,506.0,1,3,4,25,10,5,4,2,0.33,36,0,18,7,7,2,2,0,0.0,0.0,2728,5,28,0,121,11,9.0,0,31490,236,17340,2675,8705,2534,10,2
professional_annual_49,1,7,2223,341.0,403.0,429.0,996.0,54.0,2,4,3,9,4,4,5,0,0.0,22,4,7,7,4,0,0,1,0.0,0.0,1889,4,7,3,134,322,7.0,0,25838,1914,10858,2661,10203,202,3,6
professional_annual,1,5,2222,497.0,604.0,813.0,34.0,274.0,0,3,6,8,3,4,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,11608,4,107,6,248,15,9.0,0,80125,2696,70147,4781,942,1559,1,1
professional_monthly_69,0,3,2222,21.0,33.0,2127.0,3.0,38.0,0,2,6,12,3,3,4,1,0.33,2,0,1,1,0,0,0,0,0.0,0.0,610,3,0,0,6,17,5.0,0,10943,149,10420,174,2,198,3,1
basic_monthly_24,0,3,2221,148.0,183.0,333.0,1100.0,457.0,3,4,4,27,7,5,8,2,0.33,16,4,4,4,4,0,0,1,0.0,0.0,3777,5,54,14,4,126,11.0,12,64597,1597,31907,2057,26012,3024,33,0
basic_monthly,0,1,2221,955.0,257.0,652.0,355.0,2.0,0,1,7,2,3,8,4,0,0.0,8,0,0,4,4,0,0,2,0.0,0.0,171,8,461,350,401,6,6.0,0,24484,2387,12223,9492,375,7,10,0
professional_monthly_69,0,1,2221,48.0,24.0,60.0,2067.0,22.0,0,2,4,15,6,3,17,0,0.0,3,0,1,2,0,0,0,0,0.0,0.0,947,3,0,0,0,37,4.0,0,9762,173,3101,225,6166,97,4,3
basic_annual,1,3,2220,638.0,203.0,744.0,7.0,628.0,1,12,13,4,9,3,4,0,0.0,10,0,5,0,5,0,0,0,0.0,0.0,1,3,0,0,0,0,11.0,0,25836,876,12615,8451,105,3789,13,1
professional_annual,1,4,2219,6.0,802.0,1391.0,8.0,12.0,0,2,4,5,3,3,6,1,0.14,0,0,0,0,0,0,0,0,0.0,0.0,20708,3,0,0,0,2,7.0,0,56982,2679,54151,30,89,33,1,0
basic_monthly,0,2,2219,2.0,401.0,1335.0,54.0,427.0,0,2,4,3,3,3,4,0,0.0,4,1,2,1,0,0,0,0,0.0,0.0,130,3,0,0,1,0,17.0,0,10622,1065,6911,35,208,2403,3,0
professional_monthly,0,1,2217,76.0,731.0,105.0,904.0,401.0,0,2,4,2,3,3,4,0,0.0,10,8,0,2,0,0,0,1,0.0,0.0,489,3,0,0,0,2,4.0,0,7533,1126,951,338,3003,2115,239,0
professional_annual_49,1,4,2217,195.0,663.0,962.0,33.0,364.0,1,6,4,20,3,5,4,0,0.0,62,29,0,0,32,0,0,1,0.0,0.0,1441,5,36,27,32,23,8.0,0,22526,1934,17144,1606,22,1820,6,1
basic_monthly,0,3,2216,276.0,1434.0,373.0,91.0,42.0,0,2,8,7,3,4,5,0,0.0,9,3,0,0,6,0,0,1,0.0,0.0,174,4,42,12,55,4,6.0,0,21553,3483,14846,2158,881,185,5,0
basic_monthly_24,0,1,2216,50.0,291.0,125.0,1732.0,18.0,0,4,8,2,5,7,4,0,0.0,1,0,0,0,1,0,0,5,0.0,0.0,7,7,7,2,2,6,5.0,0,9174,656,5823,542,2074,79,6,0
professional_monthly,0,3,2215,4.0,91.0,2102.0,0.0,18.0,0,2,4,0,3,3,4,0,0.0,2,1,1,0,0,0,0,4,0.0,0.0,2840,3,0,0,0,0,12.0,0,65619,494,64934,77,0,114,8,0
professional_monthly,0,3,2215,105.0,561.0,661.0,670.0,218.0,3,3,6,22,3,8,4,1,0.06,62,12,13,13,24,0,0,3,0.0,0.0,3816,8,23,16,2,101,8.0,0,17984,2927,9762,1319,2770,1206,5,0
basic_monthly_24,0,2,2214,6.0,1205.0,949.0,1.0,53.0,1,2,5,5,3,3,4,0,0.0,15,9,6,0,0,0,0,0,0.0,0.0,48,3,0,0,3,0,4.0,0,3103,1281,1495,58,6,263,2,0
basic_monthly,0,2,2212,818.0,642.0,721.0,4.0,27.0,0,2,5,3,3,6,4,0,0.0,3,0,0,0,3,0,0,0,0.0,0.0,11,6,386,284,352,7,8.0,0,25205,3793,17740,3501,25,146,3,0
basic_monthly,0,1,2211,309.0,237.0,314.0,1347.0,4.0,0,3,5,2,3,3,5,0,0.0,13,1,3,7,2,0,0,1,0.0,0.0,10,3,2,0,0,1,4.0,0,12599,1093,3682,2018,5793,13,71,0
professional_monthly_69,0,5,2211,279.0,59.0,968.0,14.0,891.0,1,5,4,10,11,9,5,4,0.4,97,16,20,14,23,14,10,5,0.0,0.0,1458,9,22,8,17,26,11.0,5,30002,340,21213,2531,142,5776,6,2
professional_annual_49,1,2,2211,16.0,62.0,147.0,1953.0,33.0,1,1,5,4,3,4,5,1,0.5,14,2,9,1,2,0,0,2,0.0,0.0,103,4,0,0,3,11,8.0,2,9338,364,665,163,7556,590,8,3
basic_annual,1,1,2206,270.0,696.0,598.0,149.0,493.0,0,2,5,4,4,3,4,0,0.0,3,1,2,0,0,0,0,1,0.0,0.0,4,3,12,2,37,26,9.0,0,21497,2265,13992,1507,991,2742,5,0
professional_monthly_69,0,4,2206,76.0,439.0,945.0,452.0,294.0,2,2,6,29,4,5,5,2,0.33,19,4,4,3,3,3,2,0,0.0,0.0,3673,5,0,0,11,53,8.0,0,32611,1687,22090,640,6225,1969,8,2
basic_monthly,0,1,2204,12.0,95.0,199.0,1873.0,25.0,0,2,4,4,3,3,4,0,0.0,3,0,0,3,0,0,0,0,0.0,0.0,184,3,1,0,0,0,12.0,0,11053,325,1153,111,9310,154,11,0
professional_annual,1,5,2202,375.0,188.0,1436.0,86.0,117.0,0,2,4,10,3,3,4,2,0.18,3,0,0,1,1,1,0,0,0.0,0.0,4916,3,38,1,189,9,5.0,0,20202,790,16701,1676,387,648,1,0
professional_monthly,0,4,2199,88.0,227.0,422.0,1423.0,39.0,2,4,4,11,3,4,5,7,0.58,38,18,3,10,7,0,0,3,0.0,0.0,5161,4,12,9,39,47,7.0,0,65559,3110,43557,788,17894,210,22,0
professional_annual,1,2,2198,286.0,1236.0,307.0,358.0,11.0,0,4,6,3,5,5,9,0,0.0,1,0,0,1,0,0,0,0,0.0,0.0,50,5,0,0,1,202,5.0,0,6775,2150,2543,1794,254,34,2,0
basic_monthly,0,5,2197,669.0,508.0,811.0,67.0,142.0,2,1,6,5,3,6,4,1,0.14,8,1,1,0,6,0,0,5,0.0,0.0,131,6,538,152,58,0,4.0,0,20402,2193,11113,5693,675,728,3,2
basic_annual,1,3,2197,22.0,127.0,89.0,1603.0,356.0,0,2,5,10,4,4,19,1,0.14,0,0,0,0,0,0,0,2,0.0,0.0,1913,4,0,0,0,18,23.0,0,13978,527,2653,224,7649,2925,1,0
professional_monthly_69,0,5,2196,857.0,58.0,1113.0,6.0,162.0,4,17,4,7,3,3,4,3,0.6,15,2,3,2,3,2,3,1,0.0,0.0,976,3,35,5,178,337,5.0,0,15693,266,8656,5896,11,864,1,0
business_annual,1,1,2195,1.0,7.0,2173.0,1.0,13.0,0,2,4,2,3,3,4,0,0.0,2,0,2,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,7.0,0,2957,25,2860,21,6,45,1,0
basic_annual,1,2,2194,9.0,8.0,2163.0,2.0,12.0,0,2,7,0,7,3,4,2,1.0,25,0,24,0,0,0,1,0,0.0,0.0,8,3,3,0,0,5,8.0,0,8918,36,8707,51,75,49,4,0
professional_annual_49,1,3,2193,112.0,506.0,1242.0,1.0,332.0,0,3,3,17,3,6,4,1,0.25,15,4,3,3,5,0,0,0,0.0,0.0,2968,6,14,9,51,60,4.0,0,14571,1708,9927,1187,16,1733,10,1
professional_annual,1,2,2192,127.0,369.0,761.0,104.0,831.0,1,6,3,3,4,3,7,2,0.5,8,0,0,0,1,6,1,2,0.0,0.0,2022,3,6,2,59,48,12.0,0,24533,1533,15329,1157,482,6032,1,0
