Account ID,ACTIVE,PLAN,ANNUAL,NUM_SEATS,total_events_created,DEALS,COMPANIES,CONTACTS,LEADS,TASKS,team_count,pipeline_count,average_stages_per_pipeline,email_templates,activity_types,lost_reasons_count,lead_statuses_count,email_public_turned_on_count,%_users_w_email_on,total_custom_fields,company_custom_fields,contacts_custom_fields,lead_custom_fields,opportunity_custom_fields,projects_custom_fields,tasks_custom_fields,total_saved_fliters,automated_action_executed_count,automated_action_rules_count,tracked_emails_count,loss_reason_count,total_deals_lost,deals_lost_with_loss_reason,total_won_deals,deal_sources_count,contact_group_count,goals_count,total_activities,companies_activities_per_entity,contact_activities_per_entity,deal_activities_per_entity,lead_activities_per_entity,task_activities_per_entity,import_count,total_integration_tokens,,,,,,,,,,,,,,,,,,,,,,,
159420,1,professional_annual,1,12,2129,55,508,483,962,121,0,3,3,21,3,3,4,1,0.06,42,11,12,8,4,0,7,5,0,0,4032,3,0,0,24,30,9,0,19869,2812,11920,657,3481,999,31,4,,,,,,,,,,,,,,,,,,,,,,,
148657,1,professional_annual,1,6,2122,1044,284,784,,10,1,5,8,10,11,3,4,0,0,24,0,1,0,23,0,0,1,0,0,10247,3,9,0,753,204,16,0,42406,2318,27930,12107,0,51,20,1,,,,,,,,,,,,,,,,,,,,,,,
154346,0,professional_monthly,0,2,2122,57,688,1228,3,146,0,3,4,5,5,3,4,0,0,0,0,0,0,0,0,0,1,0,0,6837,3,0,0,3,16,29,0,19501,1817,16835,280,59,510,9,0,,,,,,,,,,,,,,,,,,,,,,,
154229,1,professional_monthly,0,7,2121,372,549,636,3,561,2,5,4,11,6,3,4,1,0.06,8,0,3,0,3,2,0,4,0,0,973,3,1,0,2,365,7,0,23701,2597,14655,2808,63,3578,13,1,,,,,,,,,,,,,,,,,,,,,,,
117141,0,professional_annual,1,2,2120,6,1227,877,,10,1,2,5,5,3,3,4,0,0,22,11,11,0,0,0,0,0,0,0,2584,3,0,0,0,2,4,0,8185,2845,5273,28,0,39,6,0,,,,,,,,,,,,,,,,,,,,,,,
136297,1,basic_annual,1,5,2120,342,565,954,105,154,0,2,6,10,4,4,4,3,0.16,1,0,0,0,1,0,0,9,0,0,6,4,20,0,41,62,6,0,41526,2355,33572,4389,460,750,4,0,,,,,,,,,,,,,,,,,,,,,,,
162578,1,basic_annual,1,1,2119,132,590,1353,2,42,1,5,5,5,6,5,4,1,0.12,0,0,0,0,0,0,0,0,0,0,1,5,20,17,14,112,14,0,7482,2834,3098,1332,8,210,9,0,,,,,,,,,,,,,,,,,,,,,,,
125724,1,professional_monthly,0,1,2117,71,922,990,,134,0,1,5,3,3,3,4,1,1,5,2,3,0,0,0,0,1,0,0,4446,3,12,4,19,43,5,0,16065,2145,12759,467,0,694,3,0,,,,,,,,,,,,,,,,,,,,,,,
246599,0,professional_monthly_69,0,4,2117,78,1622,245,2,170,4,2,5,7,3,4,4,0,0,1,0,1,0,0,0,0,1,0,0,550,4,7,0,13,4,9,0,15145,6882,6752,580,0,931,22,0,,,,,,,,,,,,,,,,,,,,,,,
128075,1,basic_annual,1,3,2116,27,194,288,503,1104,1,3,5,10,3,3,4,1,0.1,14,3,4,4,3,0,0,2,0,0,342,3,0,0,5,3,5,0,59777,752,45628,388,5927,7082,1,1,,,,,,,,,,,,,,,,,,,,,,,
240015,1,basic_monthly_24,0,1,2116,,403,816,2,895,0,2,4,2,3,3,4,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,13111,4141,3958,108,0,4904,1,0,,,,,,,,,,,,,,,,,,,,,,,
134705,0,professional_annual,1,4,2115,509,697,785,28,96,1,1,5,6,3,3,4,0,0,7,1,2,1,1,1,1,1,0,0,7044,3,24,11,28,41,17,0,23533,2691,18159,1834,44,805,6,1,,,,,,,,,,,,,,,,,,,,,,,
115765,1,professional_annual_49,1,1,2114,3,462,1637,3,9,0,3,4,2,3,3,4,0,0,26,0,14,3,2,7,0,1,0,0,3379,3,0,0,0,1,4,0,38504,1516,36884,55,12,37,4,1,,,,,,,,,,,,,,,,,,,,,,,
227882,1,professional_annual_49,1,4,2114,601,614,714,128,57,0,6,7,10,3,8,5,0,0,37,1,6,11,19,0,0,0,0,0,4292,8,148,138,8,0,10,0,28133,3101,17713,5355,1658,306,36,0,,,,,,,,,,,,,,,,,,,,,,,
182748,0,basic_annual,1,1,2113,425,21,436,40,1191,0,3,6,2,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,17,3,260,0,39,0,4,0,15527,104,3835,4458,541,6589,2,0,,,,,,,,,,,,,,,,,,,,,,,
224790,1,professional_annual_49,1,1,2113,17,34,52,1991,19,5,3,10,5,9,35,7,0,0,186,43,55,54,30,2,2,0,0,0,285,35,3,1,2,14,18,4,5592,156,1083,181,4085,87,1,1,,,,,,,,,,,,,,,,,,,,,,,
194999,1,professional_monthly_69,0,9,2112,334,682,979,13,104,2,3,5,11,3,4,4,0,0,3,1,2,0,0,0,0,0,0,0,3650,4,58,3,63,246,7,0,54000,2909,48032,2447,38,574,1,2,,,,,,,,,,,,,,,,,,,,,,,
160460,1,professional_monthly,0,6,2110,280,673,989,54,114,0,3,3,10,4,3,4,1,0.08,28,4,10,2,1,11,0,1,0,0,5528,3,39,8,55,37,10,0,45383,5274,36576,2617,412,504,4,1,,,,,,,,,,,,,,,,,,,,,,,
174562,0,professional_monthly,0,2,2110,232,227,239,786,626,0,1,5,13,6,11,5,1,0.2,19,3,4,3,5,2,2,2,0,0,2033,11,26,19,2,129,8,0,14112,974,4157,1504,4669,2808,17,0,,,,,,,,,,,,,,,,,,,,,,,
186577,0,basic_annual,1,2,2110,10,214,1333,548,5,0,2,4,3,3,3,17,1,0.33,3,0,1,2,0,0,0,6,0,0,11,3,0,0,1,2,21,0,6549,633,4357,52,1493,14,6,0,,,,,,,,,,,,,,,,,,,,,,,
211133,0,basic_monthly_24,0,1,2109,,204,1899,,6,0,2,4,2,3,3,4,0,0,10,3,5,2,0,0,0,0,0,0,5,3,0,0,0,0,6,0,3102,612,2442,18,4,26,2,0,,,,,,,,,,,,,,,,,,,,,,,
219835,1,basic_monthly_24,0,2,2109,17,42,2035,,15,0,2,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,3,8,0,7117,180,6726,102,4,105,1,1,,,,,,,,,,,,,,,,,,,,,,,
166143,1,professional_monthly,0,7,2107,308,545,746,385,123,0,3,5,7,4,5,4,3,0.25,37,9,8,7,10,0,3,1,0,0,0,5,2,0,18,182,4,0,10705,2128,3798,2104,2095,580,10,1,,,,,,,,,,,,,,,,,,,,,,,
123243,1,professional_annual,1,6,2106,342,327,317,654,466,1,2,5,9,5,4,5,1,0.11,2,0,1,0,1,0,0,0,0,0,497,4,34,9,127,117,7,0,90902,1783,51330,3289,32196,2304,3,1,,,,,,,,,,,,,,,,,,,,,,,
177255,1,professional_annual_49,1,3,2103,18,647,919,329,190,1,2,4,11,5,4,6,1,0.14,18,3,4,3,3,3,2,1,0,0,3971,4,0,0,5,17,12,0,18360,2643,11477,272,2961,1007,10,0,,,,,,,,,,,,,,,,,,,,,,,
161720,0,basic_monthly,0,1,2102,3,261,1836,,2,0,3,3,2,5,3,4,0,0,19,3,13,2,1,0,0,4,0,0,2,3,0,0,0,0,15,0,49731,17924,31728,30,12,37,24,1,,,,,,,,,,,,,,,,,,,,,,,
252816,1,basic_monthly_24,0,1,2102,8,906,1183,2,3,0,1,6,2,3,3,4,0,0,1,0,1,0,0,0,0,0,0,0,73,3,0,0,0,0,4,0,4543,1289,3174,73,0,7,1,0,,,,,,,,,,,,,,,,,,,,,,,
99848,0,basic_monthly,0,2,2101,98,97,1473,405,28,2,7,5,0,4,11,4,0,0,22,5,8,5,4,0,0,2,0,0,0,11,3,3,2,23,15,1,13933,404,12018,622,760,129,23,0,,,,,,,,,,,,,,,,,,,,,,,
100535,1,professional_annual,1,11,2101,197,396,500,502,506,4,2,4,18,4,5,9,4,0.19,10,3,2,2,2,0,1,5,0,0,19192,5,36,13,33,74,10,0,58243,5498,27262,2001,18197,5285,15,3,,,,,,,,,,,,,,,,,,,,,,,
189000,0,basic_monthly,0,1,2101,241,90,146,1606,18,0,3,4,3,4,5,4,0,0,24,4,4,4,4,4,4,1,0,0,56,5,51,27,137,211,6,0,19850,632,8946,1574,8560,138,13,0,,,,,,,,,,,,,,,,,,,,,,,
227631,1,basic_monthly_24,0,1,2099,146,924,1022,4,3,0,3,5,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,14,1,4,0,19540,3725,12283,3525,1,6,11,1,,,,,,,,,,,,,,,,,,,,,,,
262467,1,professional_annual_49,1,3,2099,2,248,98,1715,36,0,2,4,11,3,5,4,0,0,2,0,2,0,0,0,0,1,0,0,477,5,0,0,0,1,4,0,6179,414,1682,30,3806,247,3,1,,,,,,,,,,,,,,,,,,,,,,,
247516,1,basic_monthly_24,0,1,2098,97,783,1026,188,4,0,2,4,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,105,3,0,0,0,0,4,0,14003,2907,8266,518,2302,10,2,0,,,,,,,,,,,,,,,,,,,,,,,
141843,0,basic_monthly,0,1,2097,4,668,1394,,31,0,2,4,0,4,3,4,0,0,0,0,0,0,0,0,0,6,0,0,41,3,0,0,1,0,7,0,20952,1792,18987,41,0,132,1,0,,,,,,,,,,,,,,,,,,,,,,,
223625,0,basic_monthly_24,0,2,2097,123,805,942,20,207,0,2,4,4,3,3,6,0,0,3,0,2,0,0,0,1,1,0,0,19,3,2,1,1,0,5,16,13365,2162,7805,1593,35,1770,5,0,,,,,,,,,,,,,,,,,,,,,,,
242966,1,basic_annual_19,1,1,2097,19,90,1862,17,109,1,2,4,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,43,3,2,1,7,4,13,0,14424,303,13316,102,227,476,2,0,,,,,,,,,,,,,,,,,,,,,,,
129251,1,basic_annual,1,3,2095,269,286,432,909,199,2,3,7,7,6,3,4,0,0,11,2,2,3,2,1,1,1,0,0,158,3,56,1,7,16,5,0,22356,1381,11654,2775,5461,1085,11,0,,,,,,,,,,,,,,,,,,,,,,,
149680,0,professional_monthly,0,1,2095,2,491,4,1594,4,0,1,6,0,9,5,4,1,1,12,2,2,2,2,2,2,0,0,0,11,5,0,0,0,1,5,12,5208,1010,1551,25,2609,13,11,0,,,,,,,,,,,,,,,,,,,,,,,
215063,1,professional_annual_49,1,4,2093,574,669,793,13,44,0,4,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2170,4,12,1,5,14,4,0,17365,2634,8232,6211,57,231,2,0,,,,,,,,,,,,,,,,,,,,,,,
240169,1,business_annual_119,1,4,2093,665,489,786,4,149,0,5,6,9,4,3,4,0,0,5,0,1,0,4,0,0,3,0,0,9908,3,201,1,134,0,5,0,69200,2562,60424,5404,22,788,1,3,,,,,,,,,,,,,,,,,,,,,,,
244012,1,basic_annual_19,1,1,2092,250,215,265,798,564,0,4,3,2,4,3,4,0,0,24,6,6,6,6,0,0,2,0,0,58,3,30,4,93,0,4,0,17502,3424,6841,1840,2069,3328,12,0,,,,,,,,,,,,,,,,,,,,,,,
144021,1,basic_annual,1,1,2091,44,376,1666,,5,0,2,4,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,1,4,0,5348,941,4162,230,0,15,1,0,,,,,,,,,,,,,,,,,,,,,,,
152277,1,basic_monthly,0,5,2090,77,643,824,139,407,1,3,4,6,3,3,5,1,0.14,0,0,0,0,0,0,0,1,0,0,629,3,9,0,12,2,8,0,17517,2040,11482,924,964,2107,5,0,,,,,,,,,,,,,,,,,,,,,,,
262562,1,professional_annual_49,1,5,2090,352,727,877,82,52,1,1,8,6,3,3,5,0,0,4,0,1,1,2,0,0,0,0,0,640,3,0,0,291,3,5,0,12425,1792,8545,1234,542,312,5,2,,,,,,,,,,,,,,,,,,,,,,,
259805,1,professional_annual_49,1,2,2089,12,605,1408,1,63,1,2,4,3,3,3,4,0,0,8,1,5,1,0,0,1,1,0,0,335,3,0,0,2,0,5,0,13321,2652,9790,88,376,415,6,0,,,,,,,,,,,,,,,,,,,,,,,
185896,0,basic_monthly,0,1,2088,3,3,2077,2,3,0,1,5,2,3,0,4,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6724,13,6688,15,2,6,6,0,,,,,,,,,,,,,,,,,,,,,,,
202546,1,basic_monthly_24,0,3,2086,207,954,562,187,176,0,2,4,11,4,3,4,2,0.4,7,3,1,2,0,1,0,2,0,0,1172,3,6,5,23,13,4,0,16113,3319,8030,2030,1677,1057,7,0,,,,,,,,,,,,,,,,,,,,,,,
218616,1,professional_annual_49,1,1,2086,92,79,1125,96,694,0,6,7,3,7,3,4,0,0,2,0,2,0,0,0,0,0,0,0,1705,3,7,4,4,76,10,0,17778,296,12406,849,364,3863,2,1,,,,,,,,,,,,,,,,,,,,,,,
110668,0,professional_annual,1,5,2085,802,496,726,,61,2,7,7,11,3,6,4,2,0.14,10,2,2,0,2,2,2,3,0,0,11764,6,134,82,314,518,7,0,35540,2914,25025,7169,0,432,1,0,,,,,,,,,,,,,,,,,,,,,,,
168539,1,basic_annual,1,5,2080,204,563,775,525,13,0,3,3,6,3,3,4,1,0.12,1,0,0,0,1,0,0,0,0,0,245,3,5,4,105,178,9,0,47896,3102,40711,2626,1402,55,3,0,,,,,,,,,,,,,,,,,,,,,,,
127709,1,professional_annual,1,1,2079,11,2035,30,,3,0,2,4,2,3,3,4,0,0,32,13,9,0,8,1,1,0,0,0,818,3,1,0,2,1,8,0,7786,4116,3585,79,0,6,1,0,,,,,,,,,,,,,,,,,,,,,,,
257390,1,professional_annual_49,1,3,2078,531,457,471,525,94,0,2,5,6,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,71,3,98,0,80,1,4,0,11173,2095,4311,4245,92,430,1,1,,,,,,,,,,,,,,,,,,,,,,,
121229,0,business_annual,1,3,2077,535,682,671,184,5,0,2,7,4,3,3,4,0,0,8,0,0,0,8,0,0,6,0,0,0,3,80,6,12,0,4,6,15965,5404,4003,6452,80,26,20,0,,,,,,,,,,,,,,,,,,,,,,,
141835,1,professional_monthly,0,1,2076,328,135,935,658,20,1,1,5,2,16,3,3,0,0,105,7,34,21,24,3,16,0,0,0,2573,3,88,81,151,131,7,6,24279,448,16695,3319,3648,169,2,1,,,,,,,,,,,,,,,,,,,,,,,
273023,1,professional_monthly_69,0,7,2076,3,10,15,1979,69,2,2,4,9,3,3,9,0,0,2,0,0,2,0,0,0,0,0,0,9,3,0,0,0,2,6,0,10721,34,1614,15,8793,265,44,0,,,,,,,,,,,,,,,,,,,,,,,
121702,1,basic_annual,1,5,2074,184,560,627,625,78,15,2,4,6,5,3,4,0,0,26,5,4,5,4,4,4,0,0,0,99,3,65,0,39,8,8,0,26134,1846,15553,1539,6777,419,11,0,,,,,,,,,,,,,,,,,,,,,,,
240064,1,professional_annual_49,1,1,2073,24,58,1943,3,45,0,2,4,2,3,5,4,0,0,4,0,2,0,1,0,1,2,0,0,1056,5,7,4,14,21,19,0,21271,1707,19123,187,9,245,1,1,,,,,,,,,,,,,,,,,,,,,,,
101069,1,professional_annual,1,1,2070,335,296,331,1108,,0,1,4,2,4,3,4,1,1,0,0,0,0,0,0,0,2,0,0,374,3,10,7,96,277,4,0,28486,2745,8985,3588,11385,1783,12,2,,,,,,,,,,,,,,,,,,,,,,,
150277,1,professional_annual,1,9,2070,263,453,877,8,469,3,5,11,21,5,3,3,0,0,75,3,7,2,51,9,3,1,49,1,13074,3,0,0,0,14,17,0,118053,2627,106011,5783,741,2891,21,1,,,,,,,,,,,,,,,,,,,,,,,
201682,0,professional_monthly_69,0,1,2070,29,101,1905,6,29,0,2,4,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,16,4,8,6,8168,470,7180,313,65,140,1,0,,,,,,,,,,,,,,,,,,,,,,,
129594,1,basic_annual,1,5,2067,163,597,1224,,83,3,2,4,7,4,3,4,1,0.14,7,2,2,0,2,1,0,1,0,0,62,3,6,5,5,18,10,0,19263,2765,14575,1303,62,558,16,1,,,,,,,,,,,,,,,,,,,,,,,
168004,0,professional_monthly,0,3,2067,3,6,2013,22,23,1,3,11,4,3,4,4,0,0,4,0,4,0,0,0,0,1,0,0,59,4,0,0,0,2,4,81,10533,1985,8382,15,50,101,6,1,,,,,,,,,,,,,,,,,,,,,,,
235211,1,basic_monthly_24,0,1,2067,5,256,1787,6,13,0,2,4,2,3,3,4,0,0,4,0,2,2,0,0,0,0,0,0,9,3,0,0,0,2,10,8,14362,548,13730,23,12,49,1,0,,,,,,,,,,,,,,,,,,,,,,,
167949,0,basic_monthly,0,1,2066,2,441,1582,,41,0,2,4,3,5,3,4,2,1,3,1,2,0,0,0,0,1,0,0,23,3,0,0,0,1,8,0,8636,2047,6309,39,0,241,3,0,,,,,,,,,,,,,,,,,,,,,,,
248618,0,professional_monthly_69,0,1,2065,260,187,581,995,42,0,2,4,2,4,3,4,0,0,4,1,1,1,1,0,0,1,0,0,156,3,44,10,81,132,4,0,7156,818,2420,1829,1900,189,1,0,,,,,,,,,,,,,,,,,,,,,,,
203753,1,professional_monthly,0,6,2063,2,15,2039,,7,0,3,3,5,7,3,4,0,0,21,2,12,0,7,0,0,3,0,0,4644,3,0,0,0,2,7,0,50092,74,49891,96,4,27,2,2,,,,,,,,,,,,,,,,,,,,,,,
204683,1,business_monthly_149,0,8,2063,1008,553,431,11,60,5,10,6,9,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,6350,3,283,197,363,765,5,48,51720,4261,37258,9380,564,257,18,0,,,,,,,,,,,,,,,,,,,,,,,
247543,0,basic_monthly_24,0,1,2061,5,675,84,1293,4,0,2,4,6,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5780,3,0,0,0,2,4,0,16094,1669,6450,24,7936,15,7,0,,,,,,,,,,,,,,,,,,,,,,,
159976,1,professional_monthly,0,2,2060,80,144,690,476,670,0,3,4,6,5,3,7,0,0,19,0,17,2,0,0,0,1,0,0,552,3,0,0,1,49,13,0,13724,634,7292,401,1671,3726,2,1,,,,,,,,,,,,,,,,,,,,,,,
168070,1,professional_annual,1,2,2060,392,595,785,148,140,0,5,4,7,9,3,4,1,0.2,29,4,4,7,5,9,0,3,0,0,1141,3,63,0,62,4,10,3,23941,3113,15981,3674,291,882,9,1,,,,,,,,,,,,,,,,,,,,,,,
172303,1,basic_monthly,0,1,2059,10,609,1383,45,12,4,2,4,2,3,3,4,0,0,23,9,5,4,2,1,2,1,0,0,155,3,0,0,0,4,16,0,22667,2459,19706,51,401,50,3,1,,,,,,,,,,,,,,,,,,,,,,,
100319,1,basic_annual,1,4,2058,136,426,1251,108,137,0,3,5,4,6,3,7,2,0.29,14,8,2,0,2,2,0,2,0,0,0,3,15,9,33,45,14,0,42180,5604,33482,1250,1042,802,11,1,,,,,,,,,,,,,,,,,,,,,,,
262592,1,professional_annual_49,1,4,2058,55,699,1254,3,47,0,2,6,5,3,3,4,0,0,1,0,1,0,0,0,0,4,0,0,576,3,4,2,2,55,5,0,9418,1903,6829,380,19,287,5,0,,,,,,,,,,,,,,,,,,,,,,,
173079,0,professional_monthly,0,5,2057,331,324,637,436,329,1,3,4,16,7,5,4,0,0,38,6,7,6,7,6,6,2,0,0,2931,5,101,15,59,264,6,0,15255,1410,8303,2333,1628,1581,2,0,,,,,,,,,,,,,,,,,,,,,,,
202816,1,professional_annual_49,1,4,2057,86,750,1144,12,65,3,7,3,5,3,4,4,0,0,1,0,0,0,1,0,0,1,0,0,2560,4,6,1,11,10,6,0,13491,1365,10984,730,97,315,19,0,,,,,,,,,,,,,,,,,,,,,,,
159581,1,professional_annual,1,1,2056,5,399,1640,1,11,0,2,4,2,3,3,4,0,0,1,0,1,0,0,0,0,0,0,0,5370,3,0,0,0,4,9,0,30981,1055,29837,32,0,57,4,1,,,,,,,,,,,,,,,,,,,,,,,
147018,1,basic_monthly,0,5,2054,123,512,1154,,265,1,3,4,6,7,3,4,2,0.33,0,0,0,0,0,0,0,0,0,0,1263,3,11,1,10,49,7,0,47139,2731,42107,861,0,1440,1,0,,,,,,,,,,,,,,,,,,,,,,,
157906,1,basic_monthly,0,1,2054,259,452,616,695,32,0,4,4,2,6,3,4,0,0,6,2,2,0,2,0,0,4,0,0,265,3,56,2,49,0,4,0,27637,2673,12983,4157,7183,641,13,1,,,,,,,,,,,,,,,,,,,,,,,
123992,1,professional_monthly,0,7,2053,41,182,262,1288,280,0,1,5,7,10,4,4,0,0,15,5,5,2,3,0,0,1,0,0,4150,4,2,0,2,31,12,4,12368,1368,7806,355,1681,1158,4,1,,,,,,,,,,,,,,,,,,,,,,,
147633,0,professional_annual,1,2,2053,26,138,674,,1215,1,2,7,3,7,3,4,2,0.67,13,1,2,0,8,1,1,1,0,0,1337,3,0,0,0,6,9,0,15752,816,7044,1833,0,6059,4,0,,,,,,,,,,,,,,,,,,,,,,,
151260,1,basic_monthly,0,1,2053,2,138,472,698,743,0,2,4,3,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,7,0,12687,607,5541,152,1312,5075,3,0,,,,,,,,,,,,,,,,,,,,,,,
194742,1,professional_annual_49,1,1,2052,105,613,317,696,321,0,1,4,4,3,8,4,1,1,7,1,2,2,1,1,0,1,1,0,235,8,34,29,39,30,6,0,18889,1983,11934,1064,2356,1552,18,1,,,,,,,,,,,,,,,,,,,,,,,
213067,0,professional_monthly_69,0,7,2051,,164,1547,6,334,1,1,2,10,5,3,4,0,0,3,1,1,0,1,0,0,2,0,0,370,3,0,0,0,0,5,0,21825,923,19272,28,458,1144,2,1,,,,,,,,,,,,,,,,,,,,,,,
105724,0,professional_annual,1,2,2049,17,46,1922,48,16,1,4,6,2,8,6,8,1,0.5,164,29,29,29,29,24,24,0,0,0,195,6,0,0,5,9,13,0,55360,271,54520,112,347,110,8,0,,,,,,,,,,,,,,,,,,,,,,,
196343,1,basic_monthly,0,1,2049,8,21,34,1974,12,0,2,6,3,3,3,12,0,0,243,4,79,79,79,2,0,0,0,0,53,3,0,0,0,2,10,0,6208,85,1462,61,4540,60,4,1,,,,,,,,,,,,,,,,,,,,,,,
199221,1,professional_annual,1,16,2049,116,715,1125,14,79,0,3,6,13,4,4,4,4,0.17,18,8,2,4,4,0,0,4,0,0,1751,4,66,0,22,83,4,0,22980,5059,15532,1076,958,355,41,2,,,,,,,,,,,,,,,,,,,,,,,
199240,0,basic_monthly,0,1,2049,13,33,2001,,2,0,2,5,2,3,3,4,0,0,36,10,10,10,6,0,0,0,0,0,38,3,2,0,3,0,4,0,2849,115,2626,97,4,7,1,0,,,,,,,,,,,,,,,,,,,,,,,
186216,0,basic_monthly,0,5,2048,1,4,,2025,18,0,2,4,4,3,3,8,0,0,4,0,1,1,0,1,1,0,0,0,0,3,0,0,0,0,4,0,6358,17,32,24,6195,90,1,0,,,,,,,,,,,,,,,,,,,,,,,
191229,1,basic_monthly,0,4,2048,231,249,371,1168,29,0,1,2,3,3,3,4,0,0,18,4,4,1,3,3,3,0,0,0,73,3,23,1,100,6,7,0,18149,1237,8520,1749,6521,122,4,0,,,,,,,,,,,,,,,,,,,,,,,
145948,0,professional_annual,1,3,2047,303,243,,308,1193,0,2,8,6,3,5,5,0,0,69,0,23,23,23,0,0,8,0,0,2849,5,64,8,35,6,6,0,28376,1111,7143,3036,11747,5339,128,1,,,,,,,,,,,,,,,,,,,,,,,
238255,1,professional_annual_49,1,1,2047,191,372,1332,116,36,0,4,5,2,3,5,4,0,0,25,0,12,1,11,1,0,7,0,0,1,5,12,11,0,43,8,0,48333,719,36475,1595,9382,162,15,2,,,,,,,,,,,,,,,,,,,,,,,
103419,0,professional_monthly,0,1,2046,14,689,1322,,21,0,2,4,2,3,3,4,0,0,4,3,1,0,0,0,0,0,0,0,890,3,0,0,0,2,4,0,7745,2087,4555,62,0,1041,18,0,,,,,,,,,,,,,,,,,,,,,,,
202670,1,basic_annual,1,3,2046,9,847,1182,3,5,1,2,4,4,5,3,4,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,2,4,8,13,0,4256,1242,2883,95,2,34,1,0,,,,,,,,,,,,,,,,,,,,,,,
118795,0,professional_monthly,0,4,2044,96,104,1720,,124,1,12,5,0,4,4,4,0,0,42,9,8,1,8,8,8,0,0,0,1004,4,1,1,67,0,5,0,17337,682,15587,455,0,613,3,0,,,,,,,,,,,,,,,,,,,,,,,
171834,0,business_annual,1,1,2044,1,233,1807,1,2,0,2,4,2,3,3,4,0,0,33,4,14,14,0,1,0,0,0,0,6,3,0,0,0,0,13,3,14580,1324,13217,23,3,13,3,0,,,,,,,,,,,,,,,,,,,,,,,
172347,0,professional_monthly,0,1,2044,203,259,462,4,1116,0,2,6,2,3,4,4,0,0,66,26,40,0,0,0,0,1,0,0,281,4,20,2,74,185,6,0,17715,3012,5799,1997,19,6888,10,0,,,,,,,,,,,,,,,,,,,,,,,
196475,1,basic_annual,1,1,2044,125,839,1071,2,7,0,2,4,2,3,3,4,0,0,2,1,0,1,0,0,0,8,0,0,0,3,44,0,42,1,5,0,12359,3886,7127,1319,2,25,8,0,,,,,,,,,,,,,,,,,,,,,,,
215024,1,professional_annual_49,1,1,2044,223,682,791,319,29,1,2,8,3,5,5,5,1,1,5,0,3,0,2,0,0,0,0,0,0,5,80,24,45,24,7,0,12909,1742,8186,1475,1377,129,4,1,,,,,,,,,,,,,,,,,,,,,,,
100748,0,professional_annual,1,5,2043,335,535,1041,,132,1,2,5,2,4,3,4,0,0,1,0,0,0,1,0,0,2,0,0,8531,3,70,4,167,202,7,4,184301,2571,178605,2373,0,752,1,0,,,,,,,,,,,,,,,,,,,,,,,
241040,1,basic_annual_19,1,1,2042,2,550,1446,2,42,1,2,4,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,103,3,0,0,0,1,8,0,12231,2558,9473,27,0,173,2,0,,,,,,,,,,,,,,,,,,,,,,,
142518,0,basic_monthly,0,1,2041,,59,1948,,34,0,1,5,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,113,3,0,0,0,0,5,0,4708,350,4109,18,0,231,3,0,,,,,,,,,,,,,,,,,,,,,,,
118283,0,basic_annual,1,2,2039,109,193,325,1396,16,2,2,4,0,4,4,4,0,0,21,5,5,3,1,2,5,0,0,0,0,4,0,0,1,1,4,0,9603,1914,5090,514,1923,162,27,0,,,,,,,,,,,,,,,,,,,,,,,
159559,1,professional_annual,1,3,2039,44,83,132,497,1283,1,3,3,9,7,5,5,0,0,18,0,4,14,0,0,0,1,0,0,1518,5,4,1,21,14,5,0,17716,348,5262,481,6499,5126,15,1,,,,,,,,,,,,,,,,,,,,,,,
212530,0,professional_monthly_69,0,3,2039,,3,2031,2,3,0,1,4,5,3,3,4,0,0,5,0,5,0,0,0,0,2,0,0,1716,3,0,0,0,0,4,0,13173,13,13132,19,2,7,11,0,,,,,,,,,,,,,,,,,,,,,,,
264572,1,professional_annual_49,1,20,2039,69,709,1136,,125,5,1,6,17,5,0,4,1,0.05,26,8,4,0,13,0,0,4,0,0,1675,0,0,0,6,0,5,0,40658,2669,36557,940,2,490,11,1,,,,,,,,,,,,,,,,,,,,,,,
99415,0,professional_monthly,0,7,2037,239,125,196,242,1235,1,6,8,7,9,8,4,0,0,20,0,3,7,8,0,2,1,0,0,402,8,21,2,5,34,4,0,20585,711,6927,4412,1608,6927,1,0,,,,,,,,,,,,,,,,,,,,,,,
167555,1,professional_annual_49,1,1,2037,554,525,892,,66,0,2,8,13,3,3,4,0,0,19,4,7,1,5,1,1,0,0,0,3551,3,11,1,0,222,4,0,14519,1696,9081,3414,0,328,7,1,,,,,,,,,,,,,,,,,,,,,,,
